Set Folder,File Name,Convergence,a,b,c,alpha,beta,gamma,Formula,Ga_count,N_count,Energy,Spacegroup
set_1,mp-1002207-ReN-GaN_swapped,YES,2.734194228,2.734194228,2.734194228,90,90,90,GaN,1,1,-9.07260334,P m -3 m
set_1,mp-1001612-LuSi-GaN_randomly_scaled,YES,6.060310262,3.029936144,4.269134171,90.11616463,90,90,Ga4N4,4,4,-45.45964222,P 21/m
set_1,mp-1009264-NbCo-GaN_swapped_randomly_scaled,YES,2.719911835,5.523163213,2.719911835,90,90,90,Ga2N2,2,2,-18.24415492,P 4/m m m
set_1,mp-1009540-OsC-GaN,YES,3.24448931,3.24448931,3.24448931,60,60,60,GaN,1,1,-12.15475725,F -4 3 m
set_1,mp-1009017-HoSb-GaN_swapped_randomly_scaled,YES,2.737271706,5.473982562,2.737271706,90,90,90,Ga2N2,2,2,-18.13657089,P 4/m m m
set_1,mp-1001918-HfC-GaN_swapped,YES,2.734021678,2.734021678,2.734021678,90,90,90,GaN,1,1,-9.07552354,P m -3 m
set_1,mp-1001831-LiB-GaN_swapped_randomly_scaled,YES,8.004021219,4.002009644,4.002009644,60,60.00000798,60.00000798,Ga4N4,4,4,-30.06129466,F d -3 m
set_1,mp-1009696-RhC-GaN_swapped_randomly_scaled,YES,6.488933591,3.244492696,3.244492696,60,59.99973592,59.99973592,Ga2N2,2,2,-24.30935203,R 3 m
set_1,mp-1009835-TaC-GaN,YES,2.734453186,2.734453186,2.734453186,90,90,90,GaN,1,1,-9.07370078,P m -3 m
set_1,mp-1008-NiHg-GaN_randomly_scaled,YES,5.522474967,2.718905193,2.718905193,90,90,90,Ga2N2,2,2,-18.24877566,P 4/m m m
set_1,mp-1009237-NdN-GaN_swapped,YES,2.738107791,2.738107791,2.738107791,90,90,90,GaN,1,1,-9.12389825,P m -3 m
set_1,mp-1009752-ScSi-GaN_swapped,YES,3.246396843,3.246396843,3.246396843,60,60,60,GaN,1,1,-12.16746478,F -4 3 m
set_1,mp-1000-BaTe-GaN,YES,3.024295417,3.024295417,3.024295417,60,60,60,GaN,1,1,-11.36099326,F m -3 m
set_1,mp-10052-TiAs-GaN_swapped,YES,3.008544537,3.008544537,5.10761495,90,90,120,Ga2N2,2,2,-22.20131999,P 63/m m c
set_1,mp-1009230-NdAs-GaN_swapped_randomly_scaled,YES,2.700650391,2.752835168,5.505667968,90,90,90,Ga2N2,2,2,-18.1517219,P 4/m m m
set_1,mp-1009750-ScN-GaN,YES,3.246451755,3.246451755,3.246451755,60,60,60,GaN,1,1,-12.15759792,F -4 3 m
set_1,mp-1009640-PrN-GaN_swapped,YES,2.733976813,2.733976813,2.733976813,90,90,90,GaN,1,1,-9.12487531,P m -3 m
set_1,mp-1007992-CrH-GaN_randomly_scaled,YES,2.998489504,5.996899835,5.09975738,90,90,120.0004367,Ga4N4,4,4,-44.2238077,P 21/m
set_1,mp-10048-GaAs-GaN_randomly_scaled,YES,2.52351531,5.047103017,4.098412918,90,90,90,Ga2N2,2,2,-16.12397288,P m m m
set_1,mp-1009471-NbN-GaN_swapped,YES,2.734384744,2.734384744,2.734384744,90,90,90,GaN,1,1,-9.07321156,P m -3 m
set_1,mp-1009848-TcC-GaN_swapped,YES,3.244570557,3.244570557,3.244570557,60,60,60,GaN,1,1,-12.15490159,F -4 3 m
set_1,mp-10051-TeAs-GaN,YES,3.02618606,3.02618606,3.02618606,60,60,60,GaN,1,1,-11.36830606,F m -3 m
set_1,mp-1009017-HoSb-GaN,YES,2.737030138,2.737030138,2.737030138,90,90,90,GaN,1,1,-9.06828693,P m -3 m
set_1,mp-1008630-WC-GaN_swapped,YES,2.73343,2.73343,2.73343,90,90,90,GaN,1,1,-9.07290604,P m -3 m
set_1,mp-10125-SbIr-GaN_swapped,YES,3.007052522,3.007052522,5.261458579,90,90,120,Ga2N2,2,2,-21.1903668,P 63/m m c
set_1,mp-1009471-NbN-GaN,YES,2.734384814,2.734384814,2.734384814,90,90,90,GaN,1,1,-9.07321156,P m -3 m
set_1,mp-1009237-NdN-GaN_randomly_scaled,YES,5.523329957,2.718845792,2.718845792,90,90,90,Ga2N2,2,2,-18.24730016,P 4/m m m
set_1,mp-1008630-WC-GaN_swapped_randomly_scaled,YES,2.73343,5.46686,2.73343,90,90,90,Ga2N2,2,2,-18.14590323,P m -3 m
set_1,mp-1009640-PrN-GaN_swapped_randomly_scaled,YES,5.521838876,2.719053449,2.719053449,90,90,90,Ga2N2,2,2,-18.24937155,P 4/m m m
set_1,mp-10048-GaAs-GaN_swapped,YES,2.52358249,2.52358249,4.097567226,90,90,90,GaN,1,1,-8.06198322,P 4/m m m
set_1,mp-1001785-MoP-GaN,YES,3.02396742,3.02396742,3.02396742,60,60,60,GaN,1,1,-11.36514627,F m -3 m
set_1,mp-1008635-WC-GaN,YES,3.245026516,3.245026516,3.245026516,60,60,60,GaN,1,1,-12.1553851,F -4 3 m
set_1,mp-1010071-CrCo-GaN_swapped,YES,2.734347995,2.734347995,2.734347995,90,90,90,GaN,1,1,-9.07455517,P m -3 m
set_1,mp-1001785-MoP-GaN_swapped_randomly_scaled,YES,6.047593619,3.023810929,3.023810929,60,59.99984553,59.99984553,Ga2N2,2,2,-22.73031581,R -3 m
set_1,mp-1009787-RuC-GaN_swapped,YES,3.024318624,3.024318624,3.024318624,60,60,60,GaN,1,1,-11.35571924,F m -3 m
set_1,mp-1002183-TcB-GaN,YES,2.73341,2.73341,2.73341,90,90,90,GaN,1,1,-9.07290565,P m -3 m
set_1,mp-1009814-SmAs-GaN_randomly_scaled,YES,5.507039319,2.753504668,2.699291739,90,90,90,Ga2N2,2,2,-18.15095973,P m m m
set_1,mp-1008922-CuN-GaN_swapped,YES,3.025306587,3.025306587,3.025306587,60,60,60,GaN,1,1,-11.35474218,F m -3 m
set_1,mp-1009646-ReN-GaN,YES,2.982576051,2.982576051,2.687591809,90,90,120,GaN,1,1,-10.40146978,P -6 m 2
set_1,mp-1009230-NdAs-GaN_randomly_scaled,YES,2.700674844,2.752666032,5.505730441,90,90,90,Ga2N2,2,2,-18.15173374,P m m m
set_1,mp-1009015-IrN-GaN,YES,2.986293364,2.986293364,2.686676417,90,90,120,GaN,1,1,-10.4031775,P -6 m 2
set_1,mp-1009836-ZrN-GaN_swapped,YES,2.734343933,2.734343933,2.734343933,90,90,90,GaN,1,1,-9.07458933,P m -3 m
set_1,mp-1009134-MnFe-GaN_randomly_scaled,YES,2.715766148,2.715766148,5.557177075,90,90,90,Ga2N2,2,2,-18.15237536,P 4/m m m
set_1,mp-1009220-NaH-GaN_randomly_scaled,YES,2.733712047,5.46686806,2.733712047,90,90,90,Ga2N2,2,2,-18.15426635,P 4/m m m
set_1,mp-1009551-PbS-GaN,YES,3.00428042,3.00428042,2.680128168,90,90,120,GaN,1,1,-10.42499937,P -6 m 2
set_1,mp-1002182-TcN-GaN,YES,3.024334968,3.024334968,3.024334968,60,60,60,GaN,1,1,-11.35574442,F m -3 m
set_1,mp-1002109-VCo-GaN_randomly_scaled,YES,2.73431244,2.73431244,5.468613215,90,90,90,Ga2N2,2,2,-18.15072473,P m -3 m
set_1,mp-1009819-SrO-GaN_swapped_randomly_scaled,YES,2.718759296,2.718759296,5.523030657,90,90,90,Ga2N2,2,2,-18.2481212,P 4/m m m
set_1,mp-1004526-WS-GaN,YES,2.739246188,2.739246188,1.449876642,90,90,120,Ga2N2,2,2,-18.92303202,P 63 m c
set_1,mp-1009832-TaC-GaN_randomly_scaled,YES,6.492683236,3.246342801,3.246342801,60,59.99998795,59.99998795,Ga2N2,2,2,-24.31350367,F -4 3 m
set_1,mp-1008922-CuN-GaN_randomly_scaled,YES,3.025425597,6.050877587,3.025425597,60.0001443,60,60.0001443,Ga2N2,2,2,-22.70958655,R -3 m
set_1,mp-1008505-BaPd-GaN_swapped,YES,3.027672914,3.027816681,5.233201577,90,54.59637792,90,Ga2N2,2,2,-22.71868873,P 21/m
set_1,mp-1007755-HfAu-GaN_randomly_scaled,YES,6.059017732,3.029015413,4.264539543,90,90,90,Ga4N4,4,4,-45.47627557,P m m n
set_1,mp-1008922-CuN-GaN,YES,3.025306656,3.025306656,3.025306656,60,60,60,GaN,1,1,-11.35474218,F m -3 m
set_1,mp-1009822-SnC-GaN_randomly_scaled,YES,3.025544309,6.051084986,3.025544309,59.99998015,60,59.99998015,Ga2N2,2,2,-22.72363183,F m -3 m
set_1,mp-1008558-AuN-GaN_swapped,YES,3.246309633,3.246309633,3.246309633,60,60,60,GaN,1,1,-12.15910976,F -4 3 m
set_1,mp-1009814-SmAs-GaN,YES,2.753461614,2.753461614,2.69946042,90,90,90,GaN,1,1,-9.0754828,P 4/m m m
set_1,mp-1009792-RuC-GaN_randomly_scaled,YES,3.244515945,3.244515945,6.489009737,59.99988707,59.99988707,60,Ga2N2,2,2,-24.30874651,R 3 m
set_1,mp-1009751-ScC-GaN,YES,3.24602392,3.24602392,3.24602392,60,60,60,GaN,1,1,-12.16163382,F -4 3 m
set_1,mp-1002117-TcN-GaN,YES,2.733873753,2.733873753,2.733873753,90,90,90,GaN,1,1,-9.07196207,P m -3 m
set_1,mp-1009223-NaAs-GaN,YES,2.731682293,2.731682293,2.744965483,90,90,90,GaN,1,1,-9.11047839,P 4/m m m
set_1,mp-1009583-PrAs-GaN_randomly_scaled,YES,2.736087054,2.736087054,5.461036369,90,90,90,Ga2N2,2,2,-18.18128519,P 4/m m m
set_1,mp-1002107-LaRh-GaN_swapped,YES,2.926564099,2.938447304,6.017117286,90,74.40830449,90,Ga2N2,2,2,-21.86796731,P 21/m
set_1,mp-1002229-ErN-GaN_randomly_scaled,YES,5.467091213,2.733547425,2.733547425,90,90,90,Ga2N2,2,2,-18.15475981,P m -3 m
set_1,mp-1001836-MnGa-GaN,YES,2.743857116,2.743857116,2.711964324,90,90,90,GaN,1,1,-9.08564907,P 4/m m m
set_1,mp-1007786-HfIr-GaN,YES,2.936706578,2.920449199,5.902868495,76.97752313,90,90,Ga2N2,2,2,-21.83820574,P 21/m
set_1,mp-1009483-NiN-GaN_randomly_scaled,YES,2.724953677,2.724953677,5.480497352,90,90,90,Ga2N2,2,2,-18.13700291,P 4/m m m
set_1,mp-1009016-LuAs-GaN_randomly_scaled,YES,2.737187108,2.737187108,5.474372614,90,90,90,Ga2N2,2,2,-18.13524796,P m -3 m
set_1,mp-1007761-HW-GaN_swapped_randomly_scaled,YES,3.000970447,5.988903035,5.273191052,90,90,119.9838729,Ga4N4,4,4,-42.33387591,P m
set_1,mp-1009131-MnAs-GaN_randomly_scaled,YES,3.245431148,3.245431148,6.490140081,59.99631885,59.99631885,60,Ga2N2,2,2,-24.33962432,R 3 m
set_1,mp-1002114-VH-GaN_randomly_scaled,YES,3.01883174,3.01883174,6.037657586,59.9999677,59.9999677,60,Ga2N2,2,2,-22.67925254,F m -3 m
set_1,mp-10013-SnS-GaN_swapped,YES,3.246415326,3.246415326,3.246415326,60,60,60,GaN,1,1,-12.16775252,F -4 3 m
set_1,mp-1009838-ZrN-GaN,YES,2.988399249,2.988399249,2.684283692,90,90,120,GaN,1,1,-10.41748091,P -6 m 2
set_1,mp-1002115-LaPd-GaN,YES,3.024147411,3.027746191,5.235405291,90,54.71359403,90,Ga2N2,2,2,-22.7250103,P 21/m
set_1,mp-1009217-MnSb-GaN_randomly_scaled,YES,6.053535825,3.024038085,3.024038085,60,60.02982997,60.02982997,Ga2N2,2,2,-22.74089227,R -3 m
set_1,mp-1001843-HoP-GaN,YES,2.736965123,2.736965123,2.736965123,90,90,90,GaN,1,1,-9.13071925,P m -3 m
set_1,mp-1009596-PdN-GaN,YES,2.734619835,2.734619835,2.734619835,90,90,90,GaN,1,1,-9.07347571,P m -3 m
set_1,mp-1009839-TbAl-GaN_randomly_scaled,YES,2.733561805,5.467076024,2.733561805,90,90,90,Ga2N2,2,2,-18.13598855,P 4/m m m
set_1,mp-1009134-MnFe-GaN_swapped,YES,2.756293717,2.756293717,2.677104899,90,90,90,GaN,1,1,-9.07625521,P 4/m m m
set_1,mp-1009649-PrN-GaN_randomly_scaled,YES,2.990141338,5.972330935,2.684649804,90,90,119.944942,Ga2N2,2,2,-20.8239489,P m
set_1,mp-1009005-IrN-GaN_randomly_scaled,YES,5.468795503,2.73440189,2.73440189,90,90,90,Ga2N2,2,2,-18.14637512,P m -3 m
set_1,mp-1009222-MnTe-GaN_swapped_randomly_scaled,YES,3.244809974,6.489756384,3.244809974,60.00069544,60,60.00069544,Ga2N2,2,2,-24.33531278,R 3 m
set_1,mp-1009833-TaN-GaN_swapped_randomly_scaled,YES,6.491440296,3.245718843,3.245718843,60,60.0000133,60.0000133,Ga2N2,2,2,-24.31170546,F -4 3 m
set_1,mp-1007660-IrN-GaN_swapped,YES,3.019540018,3.019540018,5.242018293,90,90,90,Ga2N2,2,2,-21.51613882,P 42/m m c
set_1,mp-1010161-DyAs-GaN,YES,2.732255138,2.732255138,2.732255138,90,90,90,GaN,1,1,-9.06783175,P m -3 m
set_1,mp-1008931-ErSb-GaN,YES,2.735858715,2.735858715,2.735858715,90,90,90,GaN,1,1,-9.06828984,P m -3 m
set_1,mp-1007660-IrN-GaN_randomly_scaled,YES,3.065481574,6.130962354,5.348708684,90,90,90,Ga4N4,4,4,-42.29822062,P 42/m m c
set_1,mp-10015-SiOs-GaN_swapped_randomly_scaled,YES,5.467249192,2.733854561,2.733854561,90,90,90,Ga2N2,2,2,-18.15323424,P 4/m m m
set_1,mp-1009731-ReC-GaN_randomly_scaled,YES,5.468041907,2.734074871,2.734074871,90,90,90,Ga2N2,2,2,-18.1446829,P 4/m m m
set_1,mp-1008998-LaS-GaN_swapped_randomly_scaled,YES,2.732372572,2.732372572,5.464714876,90,90,90,Ga2N2,2,2,-18.13569257,P 4/m m m
set_1,mp-1001605-PrBi-GaN,YES,2.742112249,2.742112249,2.747257791,90,90,90,GaN,1,1,-9.0963006,P 4/m m m
set_1,mp-1009496-OsN-GaN_randomly_scaled,YES,6.488935647,3.244493446,3.244493446,60,59.99973876,59.99973876,Ga2N2,2,2,-24.30934231,R 3 m
set_1,mp-1008487-BW-GaN_randomly_scaled,YES,2.954011143,2.923062835,10.9118891,105.9763719,90,90,Ga4N4,4,4,-43.46171191,P 21/m
set_1,mp-1008610-AuN-GaN_swapped,YES,3.023744481,3.023744481,3.023744481,60,60,60,GaN,1,1,-11.359342,F m -3 m
set_1,mp-1009548-PdN-GaN_swapped_randomly_scaled,YES,6.050276952,3.025021573,3.025021573,60,60.00127832,60.00127832,Ga2N2,2,2,-22.71445381,R -3 m
set_1,mp-1009663-ReC-GaN_randomly_scaled,YES,6.489120968,3.244623197,3.244623197,60,59.99936061,59.99936061,Ga2N2,2,2,-24.30996848,R 3 m
set_1,mp-1009885-ZrN-GaN_swapped,YES,3.246301774,3.246301774,3.246301774,60,60,60,GaN,1,1,-12.15926734,F -4 3 m
set_1,mp-1009264-NbCo-GaN_randomly_scaled,YES,5.523160648,2.71991019,2.71991019,90,90,90,Ga2N2,2,2,-18.24415497,P 4/m m m
set_1,mp-1009582-NiC-GaN_swapped,YES,3.024709176,3.024709176,3.024709176,60,60,60,GaN,1,1,-11.35163689,F m -3 m
set_1,mp-1009826-TaCo-GaN_randomly_scaled,YES,2.720146293,5.521636523,2.720146293,90,90,90,Ga2N2,2,2,-18.24332516,P 4/m m m
set_1,mp-1009639-PrN-GaN_randomly_scaled,YES,3.244453774,6.488263248,3.244453774,59.99671506,60,59.99671506,Ga2N2,2,2,-24.33745361,R 3 m
set_1,mp-1009831-TaN-GaN_randomly_scaled,YES,5.468780072,2.73439258,2.73439258,90,90,90,Ga2N2,2,2,-18.14635205,P m -3 m
set_1,mp-10026-ScTe-GaN,YES,3.010822006,3.010822006,5.110398487,90,90,120,Ga2N2,2,2,-22.20040438,P 63/m m c
set_1,mp-1009207-MnSb-GaN_randomly_scaled,YES,2.723096456,5.506634871,2.723096456,90,90,90,Ga2N2,2,2,-18.2587253,P 4/m m m
set_1,mp-1002224-ErP-GaN_swapped_randomly_scaled,YES,5.507964058,2.720763218,2.720763218,90,90,90,Ga2N2,2,2,-18.26043978,P 4/m m m
set_1,mp-1008832-HfC-GaN,YES,2.986696903,2.986696903,2.682609797,90,90,120,GaN,1,1,-10.41865523,P -6 m 2
set_1,mp-1008918-CdN-GaN_randomly_scaled,YES,6.05196475,3.025982487,3.025982487,60,59.99999878,59.99999878,Ga2N2,2,2,-22.72228823,F m -3 m
set_1,mp-1008492-BrCl-GaN_swapped,YES,4.049550811,4.049550811,5.656968474,90,90,138.8737136,Ga2N2,2,2,-20.89666057,C m c m
set_1,mp-1008630-WC-GaN,YES,2.73343,2.73343,2.73343,90,90,90,GaN,1,1,-9.07290605,P m -3 m
set_1,mp-1009582-NiC-GaN_swapped_randomly_scaled,YES,6.048676073,3.024273987,3.024273987,60,60.00070057,60.00070057,Ga2N2,2,2,-22.70386435,R -3 m
set_1,mp-1002133-LaGa-GaN_swapped,YES,2.277055688,3.504078236,7.53286792,102.9097435,90,90,Ga2N2,2,2,-19.55592302,P 21/m
set_1,mp-1009077-FeH-GaN_swapped,YES,3.009887428,3.009887428,3.009887428,60,60,60,GaN,1,1,-11.31097042,F m -3 m
set_1,mp-1002221-ErH-GaN_randomly_scaled,YES,3.024356689,6.048706515,3.024356689,59.99996247,60,59.99996247,Ga2N2,2,2,-22.72698747,F m -3 m
set_1,mp-1009206-MnSn-GaN_randomly_scaled,YES,2.721002573,5.507900366,2.721002573,90,90,90,Ga2N2,2,2,-18.26039863,P 4/m m m
set_1,mp-1009837-TcC-GaN_randomly_scaled,YES,3.024423222,3.024423222,6.048955793,60.00059799,60.00059799,60,Ga2N2,2,2,-22.71241013,R -3 m
set_1,mp-1007758-HfCd-GaN_swapped_randomly_scaled,YES,3.021152016,6.049784993,4.278544687,90,90,90,Ga4N4,4,4,-45.45393457,P m m n
set_1,mp-1007776-TlP-GaN_randomly_scaled,YES,6.492073698,3.246132008,3.246132008,60,59.99903025,59.99903025,Ga2N2,2,2,-24.33484376,R 3 m
set_1,mp-1001843-HoP-GaN_swapped_randomly_scaled,YES,2.719729675,5.508870197,2.719729675,90,90,90,Ga2N2,2,2,-18.26069891,P 4/m m m
set_1,mp-10054-ZrAs-GaN_swapped,YES,3.025937698,3.025937698,3.025934182,60,60,60,GaN,1,1,-11.36743055,F m -3 m
set_1,mp-1007881-FeB-GaN_randomly_scaled,YES,2.91704654,5.942902655,5.152459583,90,73.55626471,90,Ga4N4,4,4,-42.99549864,C m c m
set_1,mp-1002117-TcN-GaN_randomly_scaled,YES,5.467686645,2.733892155,2.733892155,90,90,90,Ga2N2,2,2,-18.14384914,P 4/m m m
set_1,mp-1008986-IrN-GaN_swapped_randomly_scaled,YES,3.024941243,3.024941243,6.050051049,60.00092165,60.00092165,60,Ga2N2,2,2,-22.71362122,R -3 m
set_1,mp-1009640-PrN-GaN_randomly_scaled,YES,2.719055379,2.719055379,5.521876542,90,90,90,Ga2N2,2,2,-18.24937099,P 4/m m m
set_1,mp-1009130-MnN-GaN_swapped,YES,3.239573166,3.239573166,3.239573166,60,60,60,GaN,1,1,-12.14255655,F -4 3 m
set_1,mp-10020-ScC-GaN_swapped,YES,3.023723258,3.023723258,3.023723258,60,60,60,GaN,1,1,-11.35966965,F m -3 m
set_1,mp-1009792-RuC-GaN_swapped_randomly_scaled,YES,3.244515329,3.244515329,6.489008268,59.99988586,59.99988586,60,Ga2N2,2,2,-24.30874573,R 3 m
set_1,mp-1009766-AgN-GaN,YES,3.246381085,3.246381085,3.246381085,60,60,60,GaN,1,1,-12.15851545,F -4 3 m
set_1,mp-1006226-ZnBi-GaN,YES,5.647207957,5.401180861,6.572969342,90,89.99999932,90,Ga8N8,8,8,-87.03089399,P 21/c
set_1,mp-10125-SbIr-GaN_randomly_scaled,YES,3.01055809,6.021095144,5.108986314,90,90,120.0001156,Ga4N4,4,4,-44.39016511,P 21/m
set_1,mp-1009837-TcC-GaN,YES,3.024434613,3.024434613,3.024434613,60,60,60,GaN,1,1,-11.35585988,F m -3 m
set_1,mp-1008488-BiPd-GaN_swapped_randomly_scaled,YES,6.022513212,3.011259954,5.108049992,90,90,120.0061052,Ga4N4,4,4,-44.39422758,P m
set_1,mp-1009213-MnSb-GaN,YES,3.244842386,3.244842386,3.244842386,60,60,60,GaN,1,1,-12.16750866,F -4 3 m
set_1,mp-1009131-MnAs-GaN_swapped,YES,3.24494366,3.24494366,3.24494366,60,60,60,GaN,1,1,-12.16934588,F -4 3 m
set_1,mp-1007819-CoW-GaN_randomly_scaled,YES,2.723791262,2.723791262,5.518476116,90,90,90,Ga2N2,2,2,-18.23898901,P 4/m m m
set_1,mp-1009838-ZrN-GaN_randomly_scaled,YES,5.976687544,2.988350294,2.684151915,90,90,120.0000722,Ga2N2,2,2,-20.8349889,P m
set_1,mp-1001917-HoAs-GaN_randomly_scaled,YES,2.736637074,2.736637074,5.473223216,90,90,90,Ga2N2,2,2,-18.1357898,P 4/m m m
set_1,mp-1002206-SiC-GaN_randomly_scaled,YES,3.024446049,6.049030749,3.024446049,60.00075822,60,60.00075822,Ga2N2,2,2,-22.70204828,R -3 m
set_1,mp-1002182-TcN-GaN_swapped_randomly_scaled,YES,6.048762695,3.024321564,3.024321564,60,60.00065389,60.00065389,Ga2N2,2,2,-22.7121574,R -3 m
set_1,mp-1009078-CoN-GaN_randomly_scaled,YES,3.021397977,3.021397977,6.042779767,59.99991139,59.99991139,60,Ga2N2,2,2,-22.69657226,R -3 m
set_1,mp-1008926-CrTe-GaN_swapped,YES,3.24859541,3.24859541,3.24859541,60,60,60,GaN,1,1,-12.16738549,F -4 3 m
set_1,mp-1001835-LiB-GaN,YES,3.285537816,3.285569621,5.017553834,90,90,119.9974351,Ga2N2,2,2,-19.6587475,P 21/m
set_1,mp-1009213-MnSb-GaN_swapped,YES,3.244842386,3.244842386,3.244842386,60,60,60,GaN,1,1,-12.16750866,F -4 3 m
set_1,mp-1008999-LaSe-GaN,YES,2.73572311,2.73572311,2.73572311,90,90,90,GaN,1,1,-9.06822509,P m -3 m
set_1,mp-1002115-LaPd-GaN_swapped_randomly_scaled,YES,3.023395669,6.047928017,5.2410859,90,54.66463587,90,Ga4N4,4,4,-45.4681657,P 21/m
set_1,mp-1001828-WN-GaN,YES,3.24482324,3.24482324,3.24482324,60,60,60,GaN,1,1,-12.15518159,F -4 3 m
set_1,mp-1001913-HoBi-GaN_randomly_scaled,YES,5.465426755,2.732768485,2.732768485,90,90,90,Ga2N2,2,2,-18.13668244,P 4/m m m
set_1,mp-1002164-GeC-GaN,YES,3.244488281,3.244488281,3.244488281,60,60,60,GaN,1,1,-12.1546825,F -4 3 m
set_1,mp-1008630-WC-GaN_randomly_scaled,YES,5.46686,2.73343,2.73343,90,90,90,Ga2N2,2,2,-18.14572425,P m -3 m
set_1,mp-1009747-ScSn-GaN,YES,3.248078358,3.248078358,3.248078358,60,60,60,GaN,1,1,-12.16783566,F -4 3 m
set_1,mp-1001837-MoP-GaN_swapped_randomly_scaled,YES,3.24421241,6.487874169,3.24421241,59.99719235,60,59.99719235,Ga2N2,2,2,-24.33400194,R 3 m
set_1,mp-1002222-TlN-GaN_randomly_scaled,YES,6.047699092,3.023862255,3.023862255,60,59.99986097,59.99986097,Ga2N2,2,2,-22.72993351,R -3 m
set_1,mp-10051-TeAs-GaN_swapped,YES,3.026192192,3.026192192,3.026192192,60,60,60,GaN,1,1,-11.36830579,F m -3 m
set_1,mp-1009748-ScC-GaN_swapped_randomly_scaled,YES,2.734412676,2.734412676,5.468810422,90,90,90,Ga2N2,2,2,-18.1503022,P m -3 m
set_1,mp-1009814-SmAs-GaN_swapped,YES,2.753606356,2.753606356,2.699310023,90,90,90,GaN,1,1,-9.07546559,P 4/m m m
set_1,mp-1009483-NiN-GaN_swapped,YES,2.7331518,2.7331518,2.7331518,90,90,90,GaN,1,1,-9.04570455,P m -3 m
set_1,mp-1009207-MnSb-GaN,YES,2.737778573,2.737778573,2.737778573,90,90,90,GaN,1,1,-9.12964911,P m -3 m
set_1,mp-1009831-TaN-GaN,YES,2.734384271,2.734384271,2.734384271,90,90,90,GaN,1,1,-9.0731716,P m -3 m
set_1,mp-1009787-RuC-GaN,YES,3.024318403,3.024318403,3.024318403,60,60,60,GaN,1,1,-11.35571924,F m -3 m
set_1,mp-1008558-AuN-GaN,YES,3.246309619,3.246309619,3.246309619,60,60,60,GaN,1,1,-12.15910976,F -4 3 m
set_1,mp-1007-DySb-GaN_randomly_scaled,YES,3.027513227,6.054195507,3.027513227,59.99545966,60,59.99545966,Ga2N2,2,2,-22.71950421,R -3 m
set_1,mp-1002136-LaAu-GaN,YES,6.011753002,6.011753002,2.933782199,90,90,151.8512134,Ga2N2,2,2,-21.85369181,C m c m
set_1,mp-1009496-OsN-GaN,YES,3.244579378,3.244579378,3.244579378,60,60,60,GaN,1,1,-12.1546699,F -4 3 m
set_1,mp-1009839-TbAl-GaN_swapped_randomly_scaled,YES,2.733664255,5.467280623,2.733664255,90,90,90,Ga2N2,2,2,-18.13599539,P 4/m m m
set_1,mp-1009222-MnTe-GaN_randomly_scaled,YES,6.489722485,3.244821591,3.244821591,60,60.00040423,60.00040423,Ga2N2,2,2,-24.33530874,R 3 m
set_1,mp-1009787-RuC-GaN_randomly_scaled,YES,6.048731808,3.024305434,3.024305434,60,60.0006614,60.0006614,Ga2N2,2,2,-22.71210679,R -3 m
set_1,mp-1008752-CeTe-GaN_swapped,YES,2.736050224,2.736050224,2.736050224,90,90,90,GaN,1,1,-9.06839719,P m -3 m
set_1,mp-1009813-SiSn-GaN,YES,3.248082677,3.248082677,3.248082677,60,60,60,GaN,1,1,-12.16724072,F -4 3 m
set_1,mp-1014160-ZrN-GaN_swapped,YES,3.00205628,3.00205628,5.268172821,90,90,120,Ga2N2,2,2,-21.19309348,P -3 m 1
set_1,mp-1001843-HoP-GaN_randomly_scaled,YES,2.719682418,2.719682418,5.509195404,90,90,90,Ga2N2,2,2,-18.26070422,P 4/m m m
set_1,mp-1002221-ErH-GaN_swapped,YES,3.024584789,3.024584789,3.024584789,60,60,60,GaN,1,1,-11.36347599,F m -3 m
set_1,mp-10044-BAs-GaN_swapped,YES,3.246024671,3.246024671,3.246024671,60,60,60,GaN,1,1,-12.15648431,F -4 3 m
set_1,mp-1007786-HfIr-GaN_randomly_scaled,YES,3.025180335,6.04917741,4.266325697,89.95560836,90,90,Ga4N4,4,4,-45.43838529,P 21/m
set_1,mp-1008965-CdN-GaN_swapped_randomly_scaled,YES,2.987779518,2.987779518,5.365956462,90,90,120,Ga2N2,2,2,-20.84291579,P -6 m 2
set_1,mp-1001827-IrC-GaN_swapped,YES,2.988331871,2.988331871,2.683615467,90,90,120,GaN,1,1,-10.41469463,P -6 m 2
set_1,mp-1001844-HoN-GaN_randomly_scaled,YES,2.733493597,5.466977725,2.733493597,90,90,90,Ga2N2,2,2,-18.15583109,P m -3 m
set_1,mp-1009766-AgN-GaN_swapped_randomly_scaled,YES,6.492270173,3.24614462,3.24614462,60,59.99990285,59.99990285,Ga2N2,2,2,-24.31706399,R 3 m
set_1,mp-1002184-TcB-GaN_swapped_randomly_scaled,YES,6.490927672,3.24546178,3.24546178,60,60.00002095,60.00002095,Ga2N2,2,2,-24.31118258,F -4 3 m
set_1,mp-1008-NiHg-GaN_swapped,YES,2.734268207,2.734268207,2.734268207,90,90,90,GaN,1,1,-9.12459495,P m -3 m
set_1,mp-1009835-TaC-GaN_randomly_scaled,YES,2.734659662,5.469314083,2.734659662,90,90,90,Ga2N2,2,2,-18.14741583,P m -3 m
set_1,mp-1002114-VH-GaN,YES,3.01861942,3.01861942,3.01861942,60,60,60,GaN,1,1,-11.33963998,F m -3 m
